clust_ID,X_position,Y_position,KERATIN,CD45
4,15.98013245,21.61589404,5.88476023,5.376504048
4,7.323741007,440.5611511,5.281449278,6.773302599
4,9.580645161,471.4222874,5.930633709,5.7516226
3,8.242424242,551.5656566,5.532910275,7.467347979
3,8.917647059,571.4235294,5.400130421,7.226769281
4,8.102564103,601.0940171,5.453328482,5.887527519
4,8.361581921,633.1016949,5.509960007,5.411646052
4,7.584210526,755.2473684,5.865647682,6.810415145
4,8.728323699,775.5606936,5.819980011,6.111313527
4,4.482758621,859.4137931,5.400578256,5.402522042
4,29.11816578,923.7037037,5.447877025,5.357833375
4,7.918215613,1143.475836,5.733497663,5.497564271
4,6.850299401,1232.784431,5.438053274,5.854745873
2,3.540540541,1555.810811,5.883886861,4.966805779
2,14.5532646,1738.780069,5.960021755,5.328459857
4,3.220779221,1823.480519,6.32193551,5.020799909
4,10.56055363,2033.550173,5.477736792,5.097479414
4,2.584615385,2072.138462,5.522567997,7.087753626
4,8.958677686,2163.950413,5.488561998,4.989588918
4,2.986486486,2336.162162,5.304917162,5.308401486
4,9.238317757,2377.107477,5.369463681,5.043816961
4,15.92156863,2570.019608,5.608160155,5.18178355
4,9.325757576,2768.026515,5.638812884,5.199960885
4,2.75,2800.875,5.847922901,5.247535637
4,9.004166667,2836.804167,5.621894315,4.997662623
4,3.19047619,2953.190476,5.361143112,4.876166198
4,13.64236111,2971.677083,5.724979826,5.357797543
4,3.06122449,2999.204082,5.68994569,5.023880521
4,4.487394958,3051.369748,5.387958336,5.021167867
4,6.869047619,3079.136905,5.608621093,4.897928638
4,8.021052632,3457.245614,5.958043824,5.104242802
2,11.41314554,3763.098592,5.980204204,5.544755554
2,3.819047619,4538.314286,6.774887612,5.273829495
2,2.255319149,4622.914894,6.328392607,5.062190965
2,3.01369863,4682.794521,6.092424986,5.729921863
2,10.70967742,4992.818548,5.819855567,5.386269161
2,5.548387097,5342.462366,6.842338953,5.497212293
4,15.9978022,5497.072527,5.652304085,5.265805527
2,5.90459364,5539.024735,6.465721486,5.204453137
3,5.215517241,5624.534483,5.57699349,7.904672103
4,4.70754717,5919.971698,5.436724824,6.040614036
3,15.08518519,3530.766667,5.901894344,7.353665422
4,13.79792746,998.0621762,5.681462692,5.319059307
2,22.27007299,4382.326034,6.254946472,5.571654338
4,11.16911765,1028.433824,5.650267933,5.364772708
3,18.49759615,1203.507212,6.328348787,7.29908408
4,23.15231788,1871.602649,5.302283003,5.017192118
4,13.49717514,262.7627119,5.456768713,5.552674869
2,18.00813008,1574.666667,6.370262873,5.06616486
4,18.63600783,2097.888454,5.603388946,5.307017182
4,20.88983051,520.299435,5.823714278,5.51176434
4,21.13679245,3103.117925,5.610300811,5.010792514
2,18.04526749,3829.806584,5.712550507,5.34249176
2,22.11728395,4632.925926,5.69224498,6.392821434
4,15.25257732,5990.201031,5.779804422,5.400073456
4,15.92413793,3123.089655,5.712161069,5.017553834
1,18.67493797,4901.208437,8.718277246,5.551294322
2,19.78714859,1500.975904,6.955496892,5.479751649
2,18.15833333,1753.133333,5.7656351,5.351384087
2,23.15819209,4012.067797,6.72977682,5.279914606
2,22.07392996,4469.66537,6.277630393,5.071299589
2,25.69565217,4572.053512,5.938682731,6.655535042
4,19.072,967.88,5.674889051,5.44556427
2,20.82666667,5334.986667,5.68264963,5.548479279
4,25.08637874,730.4817276,5.918777747,5.853156697
4,28.89198606,1792.02439,5.76628277,5.205861993
3,20.53333333,5388.95,5.543613723,7.486487184
4,28.15974441,5692.945687,5.690942136,5.450448665
4,23.47761194,5934.109453,5.490088332,5.556597527
4,23.22012579,860.8427673,5.354685811,5.326623629
2,25.52873563,5242.568966,5.368416905,5.185747014
4,24.92413793,500.4896552,5.758553622,5.506312272
2,26.4829932,5305.401361,6.041452568,5.463024377
4,33.14247312,5890.946237,5.450738441,5.607007064
3,26.59585492,234.8238342,5.325130817,6.929663784
4,29.83919598,656.3065327,5.299422284,6.010256712
4,29.23780488,1254.469512,5.209452832,5.281561921
3,24.38235294,711.3529412,5.626880255,7.735883169
4,27.36231884,956.6376812,5.540950907,5.338687085
4,36.03676471,2850.977941,5.8916239,4.8686462
3,28.33050847,3187.779661,5.102962086,7.708208962
3,29.64285714,76.78195489,5.775181805,8.340418328
4,29.496,287.192,5.776289165,5.456926663
3,33.16993464,5608.039216,5.890198759,9.082042692
4,31.4587156,5868.454128,5.591602976,5.379833935
4,37.3804878,2243.35935,5.106595669,5.12986985
4,35.14979757,266.6720648,5.465956767,5.574260769
4,35.98648649,1094.206081,5.817613769,5.269580692
2,47.91811024,4873.258268,6.030522467,5.963243275
2,35.92387543,4963.221453,5.660735303,5.406519861
2,35.51440329,1463.061728,5.785533125,6.032533425
4,38.36018957,5563.078199,6.090934525,5.296692825
4,35.7962963,2045.848148,5.518478698,5.188213107
4,36.48880597,2197.548507,5.439570734,5.323937834
2,38.3153527,3615.908714,6.912284426,5.365665733
4,39.85169492,3083.610169,5.687750695,5.025913466
4,35.83673469,2285.44898,5.374238563,5.109587566
4,46.73257699,5531.042139,6.027067109,5.282010082
4,35.96153846,3112.615385,5.767479296,4.774912961
4,38.69473684,2061.4,5.694157354,5.101790122
4,59.03778677,3461.74224,7.105564689,5.069642351
4,46.72900763,478.9580153,5.648786069,5.568417341
4,48.59810127,552.8924051,5.552161995,5.473267411
3,42.03361345,1123.420168,5.645417203,8.266719466
2,38.13513514,5241.486486,5.500264888,5.307062797
4,47.05339806,319.2087379,5.674890117,5.506731613
2,45.02654867,3872.606195,5.672243099,6.038694287
2,43.12605042,4456.436975,7.639027712,5.538227139
4,61.09006211,2524.496894,5.341382805,5.216065959
4,65.08702532,2717.098101,5.61687466,5.094206337
4,48.03846154,3380.213675,5.774113482,5.047057882
4,48.10434783,992.3608696,5.387343018,5.191966022
4,65.01465798,2880.750814,5.327836637,5.005791879
2,49.83050847,4370.824859,5.981998986,5.449582531
2,50.64864865,5338.934363,5.915879393,6.716772383
3,49.68527919,405.8375635,5.784995914,7.344089257
4,45.79220779,87.74025974,5.924637695,6.916534808
4,55.80333333,615.2766667,5.452368041,6.323432608
2,50.02212389,4902.030973,7.85572131,5.344871573
3,50.88957055,641.2515337,5.581626394,7.84499558
4,51.75796178,1110.10828,5.71935068,5.353125178
3,48.41891892,2590.175676,5.419906962,8.117955276
2,51.22619048,5465.166667,6.735136498,5.141663557
4,50.48484848,5957.464646,5.613109674,5.442242786
4,50.7251462,956.8888889,5.376090294,5.089075279
4,58.1130137,511.3630137,5.760510177,5.733019817
4,58.99245283,712.1207547,5.749729427,5.395803565
4,59.25268817,939.188172,5.094805123,5.06846453
2,53.51807229,1161.126506,5.046180741,6.15138598
4,55.19871795,1091.00641,5.852644469,5.076735096
4,51.21428571,5623.928571,5.462216296,5.822623152
4,62.70422535,5781.014085,5.851325186,5.426190174
2,64.04016064,4580.791165,6.721048216,5.364980887
4,65.3125,5348.838542,5.814068341,5.752225356
4,57.47826087,343.4347826,5.717134961,5.196994582
4,60.96045198,2043.022599,5.18260845,4.705347802
4,84.6140873,2128.074405,5.446707438,4.798353505
4,62.69014085,3119.375587,5.589356474,4.780306365
4,64.4296875,5683.660156,5.5378109,5.865848176
4,60.784,363.816,5.653415067,5.619559933
2,69.57336957,4192.902174,5.697594893,6.071126748
3,63.56741573,2589.651685,5.317431279,7.666342961
4,67.32926829,3028.518293,5.324109909,4.739242591
2,61.16216216,1576.486486,6.893464461,4.883211339
4,65.01190476,2973.345238,5.303334521,4.986700331
3,65.55494505,3950.538462,5.927599792,7.276465203
2,66.44736842,3627.484211,5.869460444,5.782382847
4,66.93280632,5653.162055,5.539293071,6.665537689
3,67.90686275,460.1470588,6.231764012,7.460377481
2,65.16666667,5460.208333,5.570012958,4.742392675
4,65.52348993,5624.322148,5.510203156,5.506667469
4,81.01204819,2848.421687,5.59471138,5.176387945
2,73.34008097,1520.008097,6.772579968,5.290064784
2,76.01530612,4143.135204,5.92598681,6.87498697
2,83.35294118,4435.037255,6.157332031,5.322923892
2,75.8361204,4552.792642,6.650499682,5.388750975
4,74.07017544,3.315789474,5.709758733,5.431958402
4,76.81171548,2085.25523,5.741372474,5.158008727
2,83.00193798,4293.664729,5.900130946,5.385907549
2,73.98837209,1679.27907,5.720311777,5.521321373
2,81.92307692,1771.295385,7.160511403,5.169189451
4,82.24918033,2812.711475,5.714544033,5.413415563
4,73.95705521,5741.668712,5.841818023,5.476797198
4,76.29218107,2478.209877,5.581669089,7.078823771
4,72.83516484,1986.604396,5.209966431,4.889770592
4,77.39698492,3048.708543,5.580980584,4.785353781
4,81.85925926,3092.2,5.753595044,5.041391988
2,76.00763359,4596.748092,5.718357672,5.377502396
4,74.08163265,5959.387755,5.225252806,5.097249767
4,85.23423423,218.9459459,7.414476998,5.422923916
3,81.13377926,343.6555184,5.803824524,6.780225905
4,91.23553719,2963.766529,5.288945071,5.013427535
4,80.07575758,260.1767677,5.801553658,5.387894893
2,94.95590829,5206.84127,6.663947751,5.318975526
4,85.63013699,660.7726027,5.542015344,5.913273435
4,87.67105263,5899.638158,5.578562313,5.339086728
4,82.64220183,502.2889908,5.933752823,5.755045188
3,85.97183099,3314.661972,8.025775429,7.913260827
4,89.67708333,469.3229167,5.659300724,6.136387514
4,85.96710526,2352.690789,5.615550257,5.581986464
4,99.13270142,2448.71327,5.631135338,5.424657681
4,104.3208054,2936.008054,5.302115514,5.019162592
4,93.90521327,1273.180095,5.56553676,4.657609743
4,90.1958042,5780.559441,5.62111005,5.02815001
2,89.53380783,3760.377224,6.233489221,5.400607337
2,92.34677419,4858.350806,6.001644411,6.566428536
4,87.85714286,280.9340659,5.873478881,5.240699895
4,99.23584906,902.072327,5.42681844,5.323025319
4,88.03030303,2779.989899,5.60174602,6.980019561
4,95.34749035,5849.081081,5.562743656,5.155209098
3,92.86666667,4908.077778,5.436338664,7.721011184
4,96.47619048,682.5714286,5.694955755,5.681162028
4,97.95390071,3580.297872,8.100580004,5.189542834
2,100.5532646,5120.601375,5.873162691,6.645162466
2,108.0503432,5395.329519,6.003395379,5.043026425
4,99.78350515,2762.657216,5.75545671,7.100373726
3,97.95522388,3958.425373,6.033792869,8.359664424
4,109.2486339,1198.811475,5.369251886,5.963677671
4,98.5,2.322580645,4.544666525,5.126265476
3,100.5445545,772.4306931,5.614247664,8.924919108
2,106.2338462,1746.384615,5.91733764,5.190132353
2,103.390625,3728.617188,6.097424492,5.569134387
4,117.1245791,557.0117845,5.658719363,6.018888091
4,101.0384615,5573.807692,6.318552227,5.687327315
4,97.96969697,5987.424242,5.111622625,4.849185312
4,102.0742857,2244.44,5.510937165,4.782814153
4,100.4655172,5629.12931,5.358049095,5.333800999
4,103.03125,5941.955357,5.416179764,5.30713994
4,102.3555556,497.7925926,5.739316438,5.65826842
4,113.3066667,797.2586667,5.375068509,5.405460293
4,100.6216216,5649.094595,5.266394285,5.127256494
4,101.704918,5997.868852,5.268027149,5.095860012
4,104.6793478,1129.320652,5.848729439,5.503296947
4,114.8377088,2504.727924,5.579882919,5.300844005
4,110.3006757,389.6790541,5.705582655,5.742364124
4,106.3925926,2214.748148,5.026314204,5.249321626
4,106.9635036,459.2481752,5.486037948,6.09059952
3,107.9393939,547.2878788,5.381432273,7.53654574
4,113.3891213,1146.48954,5.397367217,5.288795187
4,123.2260442,5669.665848,5.641697942,5.218547963
4,108.1621622,470.5675676,5.658351527,5.844170934
3,110.3576159,630.2913907,5.486416901,7.851168877
4,112.0479042,972.8502994,5.260609281,5.080250726
3,113.1493776,433.5228216,5.772410134,8.10001158
2,115.5590062,4860.36646,6.244757693,6.895626117
4,115.637931,3023.521552,5.333343286,4.844899567
4,115.4444444,292.1388889,5.706667199,5.298456246
4,117.3660714,2634.59375,5.210363988,5.729954828
4,115.5912409,3061.29927,5.40215117,4.771303015
2,121.6727273,4014.52987,5.806307806,5.589920314
1,123.7530864,4667.293827,7.70113094,5.332742649
3,119.6056338,356.9201878,5.650592976,7.414100458
4,117.8586957,617.9347826,5.702404714,5.411937159
2,117.5837838,1543.616216,5.416316595,5.784274146
4,115.5772358,5642.357724,5.657695969,5.368821291
4,116.2391304,3305.73913,5.791488055,5.02673685
4,127.7853982,3312.725664,5.848763555,5.386806265
4,123.75,3402.727778,5.789042319,5.221346325
1,128.9308943,3568.300813,10.4775022,5.191465224
2,130.4761905,4191.142857,6.372529438,5.651913502
2,134.2555911,4348.217252,5.790272772,6.888445438
3,123.7484663,483.2576687,5.75597516,7.613012881
2,138.0792541,3768.324009,5.704108762,5.330486649
2,123.1282051,1730.897436,5.438970773,4.651270533
4,128.8876404,2202.879213,5.210284017,4.858701257
2,126.0851064,3981.58156,5.879760074,6.266298477
4,129.0985915,2552.399061,5.29716647,5.21391462
4,129.9361702,3298.446809,5.686831098,4.830269271
4,134.8613861,843.7821782,5.750359494,5.436743936
4,133.8333333,1219.399225,5.650501622,5.488024374
2,133.4335938,3583.078125,8.084384186,5.007453153
4,127.0288462,5647.778846,5.594353866,5.214465329
2,135.1707317,4790.884701,5.519241161,5.097090961
2,147.0986159,5344.008651,5.69260723,5.137791158
4,134.8526316,722.7315789,5.446374329,5.358941988
4,132.4244604,1080.784173,5.834347842,5.275873124
4,132.38,1123.973333,5.771004891,5.418438408
4,153.2347354,2941.721845,5.315916008,5.990212067
4,146.5050505,904.1742424,5.470932881,5.316707827
4,143.1060071,2373.575972,5.699166419,4.972582332
3,135.5625,2518.34375,5.504060403,7.244547405
3,136.8813559,610.4745763,5.776917415,7.370961494
2,148.6956522,5257.120205,5.780790877,5.27024148
4,137.1044776,5808.58209,5.298242737,5.224301239
4,141.5958904,5785.253425,5.451332372,5.154003986
4,141.6944444,863.8148148,5.109698244,5.290275861
2,146.9166667,3954.301587,5.810594318,6.332165359
2,146.4565826,4845.37535,6.327831736,5.570341781
3,142.4330709,248.2283465,5.368291384,6.907314237
4,149.3755556,492.0044444,5.706223936,6.707953835
4,152.3108974,563.5544872,5.611981089,5.657123052
3,146.3023256,437.1674419,5.52131207,7.430450643
4,144.0802469,1005.993827,5.656595962,5.349632266
4,146.6666667,1067.716981,5.822952854,5.399357241
4,159.7125749,946.5828343,5.109097822,5.024628744
2,142.0909091,1591.318182,5.804313164,5.580758456
4,157.7653759,315.856492,5.771157232,5.323831909
4,147.1954887,5757.022556,5.530115092,5.118083854
4,151.6880342,271.3931624,5.728697424,5.749569899
4,149.7213115,839.6065574,5.706728949,5.42830252
2,155.5434783,5115.373188,5.923393223,6.094738649
4,145.6428571,5678.547619,5.715773783,5.437457998
3,150.7692308,1147.129231,5.803790228,7.454684336
2,156.625,1512.608871,6.939648498,5.264527043
4,158.8338462,2871.963077,5.351420561,4.913446428
2,164.2934132,5321.736527,5.808043584,5.264689368
4,155.4357798,5801.587156,5.656665222,6.23276339
2,159.328125,5453.8375,5.670914871,6.356151063
2,156.716,1548.98,6.551531662,5.398850248
4,154.9057971,985.2101449,5.55020329,5.26005851
4,156.0284091,5670.028409,5.843165557,5.348081083
2,154.2307692,1581.769231,5.877843511,5.317271217
2,164.5905045,4016.860534,5.574734446,5.482923651
4,172.2059801,2996.254153,5.493929229,6.117372478
3,164.4197248,5228.644495,5.818434552,7.836692314
4,157.4690265,5996.39823,5.654288523,5.246325179
4,158.389313,1038.564885,5.676440044,5.231108617
4,165.1610487,3570.142322,8.145530079,5.331976692
4,161.3411765,1018.123529,5.676088795,5.381305957
3,164.7303371,3995.160112,5.789470411,7.22673594
2,165.5878525,4914.084599,5.890295044,5.583895818
2,168.2972973,4719.227027,5.815025653,6.964807231
4,164.2269231,5558.403846,7.046101504,5.343162029
4,161.9454545,760.2,5.45329887,5.314369655
3,162.2135922,706.9126214,5.750906897,7.223585979
2,172.6941176,1766.638235,8.092341969,5.422965671
4,167.08125,245.60625,5.757639147,6.614809377
4,173.7324185,3424.526587,6.942090413,4.963911604
2,162.3103448,3622.586207,6.139884552,5.656955899
4,169.2923977,5905.157895,5.297703143,4.989238414
3,168.139738,482.6462882,5.857558786,7.047665302
2,175.2710843,3703.996988,5.925471153,5.973111922
2,172.5971731,5281.742049,5.897474167,5.384965014
4,174.0,5527.258352,5.744030585,5.057649215
4,172.7262357,3020.608365,5.647312708,4.968069067
2,175.6965517,4593.496552,6.757593758,5.432652316
3,173.5773585,458.4415094,5.708375683,6.841099297
4,176.6805556,3371.577778,5.865932818,4.988579018
4,176.0459184,1054.056122,5.66108088,5.33138694
3,173.0769231,434.4903846,5.621341059,8.177405079
4,178.9383562,5738.883562,5.201538643,5.084547552
4,171.1791045,88.97014925,5.915638682,4.971470301
4,198.0047695,3490.608903,5.738370772,5.090105501
2,184.3622829,5004.511166,6.081090885,6.651533402
4,175.2830189,2142.056604,5.363150656,4.558039022
4,181.9330986,197.5246479,5.905198731,5.574908229
4,191.056338,5876.346076,5.430421685,5.329632747
4,180.1737089,2356.460094,5.521573588,4.857772256
2,185.0410557,4201.041056,6.07626919,6.469950247
4,189.0159574,3046.473404,5.468901425,4.766551501
4,181.0517241,373.8390805,5.706365343,6.376902865
4,186.45,421.9038462,5.58508556,6.055107234
4,197.6047059,144.3458824,6.248038323,5.190076891
4,183.173913,5448.456522,5.611520182,4.94875989
4,194.0677966,79.77966102,5.999840389,5.224865416
4,188.7264438,617.1702128,5.724448904,5.625212846
4,178.8,5583.866667,6.004490452,5.206202078
3,184.2512563,1164.432161,5.784180743,7.804060694
3,186.0033557,4932.661074,5.690654169,7.690350463
4,183.0307692,5715.615385,5.60885171,5.175280167
2,190.8021583,3748.586331,6.153467156,6.107127031
4,192.7617555,278.7115987,5.826314462,5.447844747
2,192.6517857,1448.020833,5.745670567,5.437975784
4,190.035461,2918.489362,5.299097204,6.387553687
2,197.0218182,4463.72,7.679811098,5.368708049
2,187.1162791,1535.550388,7.781433008,5.214767223
2,193.0229508,4538.52459,5.838074507,6.771341986
4,185.1914894,5861.446809,5.267199903,6.106454086
4,191.9451477,5926.405063,5.463134287,5.326646459
4,206.6248383,2874.047865,5.189154893,4.766686025
2,201.1948718,4478.007692,6.753683229,5.457805426
4,197.3669355,3344.596774,5.920626657,5.221880382
2,201.7787115,1332.196078,5.577030769,5.076416041
4,192.996904,5565.343653,6.143780285,5.322390592
2,198.6796117,3668.18123,7.140032397,5.326933128
2,190.8137255,5090.235294,5.822842835,5.240657097
4,210.1131222,2279.180995,5.521298009,5.17302601
4,195.3068182,2938.107955,5.009081057,6.629483337
4,200.8611111,588.7103175,5.589445874,5.561825665
4,196.7767857,2313.138393,5.386009315,5.029649796
4,201.1707317,223.5993031,5.734107759,5.435576558
4,198.9288703,3528.903766,8.467827129,4.962639793
2,199.5212121,4433.472727,5.929105467,5.159508001
2,205.4826667,4046.922667,5.723027212,6.457932767
3,199.1359223,1168.373786,5.761410034,7.99857678
4,201.2765957,2255.898936,5.259792156,5.247024072
2,206.5763889,4598.336806,5.701372165,5.600143727
2,215.9661654,4336.203008,6.497117984,5.516720376
4,207.3480176,310.061674,5.635685992,5.514618176
2,206.8786611,1713.485356,6.418740274,5.426809935
4,204.5748031,1038.889764,5.5413253,4.71807696
4,203.2840909,535.9772727,5.476178232,5.272008392
4,210.9731544,5580.137584,5.763011202,5.307852301
4,206.7569444,761.5208333,5.157577516,5.199455749
4,211.3931298,2338.072519,5.432871614,5.115041156
4,210.2390244,2463.068293,5.280724491,4.990100692
3,209.5816993,713.1568627,5.565071178,7.12794021
4,212.03125,2319.453125,5.127445635,5.131284588
4,211.8794326,502.9787234,5.385698061,5.434681622
3,216.0528053,639.679868,5.40281117,8.099622431
3,213.0149254,444.6940299,5.323155582,7.190563553
4,217.0833333,384.2575758,5.458714729,5.422644599
3,217.6516854,465.752809,5.694186014,7.620129354
4,222.4435484,956.5403226,5.52497088,5.295045892
3,222.8206278,614.7713004,5.517362846,7.452870541
3,218.8409091,567.3712121,5.856026576,7.316472668
3,221.4980695,1430.965251,6.073711536,7.591191366
2,227.8009368,4421.63466,6.673028507,5.329852342
4,225.4449153,1236.271186,5.70572973,5.134551399
4,219.4224138,2365.344828,5.20082809,5.012300573
4,227.7099237,2416.969466,5.379105539,5.160655317
4,225.5302326,2121.888372,5.27128073,5.06341895
4,222.6619718,5651.014085,5.657517289,5.222978952
4,224.0245399,5967.601227,5.564590922,5.287678148
4,224.627907,80.8372093,5.657657361,5.004180397
4,229.864486,2399.542056,5.450175701,5.231258538
4,234.6440678,5856.881356,5.55486291,5.242912151
4,229.4619565,430.423913,5.721326942,6.384020604
4,230.9302326,1083.710963,5.637076971,5.686569846
2,238.6762178,3656.260745,6.157434178,5.320995232
2,236.9953917,1709.571429,5.924477562,5.264836829
4,246.8313953,2926.05814,5.327332727,5.050750062
2,240.5738095,5013.257143,5.837577721,5.441149126
4,242.7509579,1927.059387,5.564131318,5.160276643
2,233.3266332,4507.025126,6.263532257,6.680280754
4,241.4173486,3346.639935,8.358991108,5.298006353
2,236.0708661,3854.354331,5.910764635,5.738272654
2,244.7692308,5290.094675,5.927422944,5.991486736
4,234.5555556,1048.428571,5.573058928,5.592781941
2,239.6474576,1473.250847,6.620023488,5.395705509
2,233.3790323,5330.75,6.258439753,6.528594387
4,238.9202899,859.423913,5.501095524,5.429742829
4,232.992,1002.408,5.570631962,5.338576002
4,241.8924485,2001.064073,5.456865034,4.986752041
4,237.9569892,5540.322581,5.809368771,5.16300251
4,239.9887006,675.5480226,5.690817435,5.489427871
4,243.6190476,751.3936508,5.563352055,5.45927476
4,241.8768657,1893.779851,5.521102645,5.125495322
2,246.9039301,5362.480349,7.43161265,5.133792831
4,247.4140351,5490.442105,6.481609369,5.009792834
4,243.8229665,76.07177033,5.855537944,5.316194885
2,247.8235294,4525.352941,6.716711763,5.283822059
2,246.1674419,5401.376744,6.426488457,5.477960922
4,245.6538462,820.1875,5.871088007,5.429767267
1,245.3048128,1417.42246,8.652838791,5.531358301
3,246.2317073,264.9349593,5.685886159,7.573861258
3,247.6065574,360.7245902,5.66147942,7.370053065
4,243.6758242,2230.401099,5.081267846,4.898782442
2,249.7975709,1457.303644,5.875942365,5.410542928
1,250.5783784,1662.081081,9.891365183,5.513733843
4,251.5036496,1806.667883,5.805255883,5.372147667
2,247.327957,5375.177419,5.498533413,5.750248725
4,256.760181,2197.233032,5.117777028,5.180384433
4,250.0234742,2996.638498,5.428171231,5.147630945
2,260.826087,5242.266304,5.857777863,5.412094806
4,257.2724359,300.7788462,6.275437827,5.499778833
4,252.8434343,645.3636364,5.604966156,6.076239629
2,264.915601,4307.69821,5.904762353,6.669017623
4,255.1703057,3009.537118,5.354235322,5.232718604
4,251.5378151,5605.319328,5.806121624,5.10359997
4,253.566879,5876.305732,5.326638621,4.946453397
4,255.0209424,449.8638743,5.761161923,5.809069689
4,259.296875,560.8242188,5.775606404,5.743291107
4,262.9035294,954.0776471,4.816822078,5.220877152
3,259.0152672,3764.003817,6.134821083,7.394401613
3,255.1419753,12.25925926,5.226111667,7.718224484
4,254.5547945,2453.958904,5.528314093,5.979041813
4,266.1271586,2886.720565,5.237151488,4.879382831
3,254.4416667,505.7916667,5.698658257,8.271559028
2,257.5174419,3542.186047,5.9623231,5.774407089
4,261.6129032,38.35080645,5.829704343,5.218566955
4,265.9861111,2715.770833,5.580585505,5.152957028
4,258.5066667,2607.36,5.320535375,4.722893961
4,258.8,995.4275862,5.433360547,5.340914337
4,262.5384615,2424.585799,5.396447665,7.011123278
4,264.1841155,2632.949458,5.566524014,4.973891415
4,261.7900552,1074.78453,5.614075353,5.395709757
2,268.0664557,1397.177215,5.9565176,6.555203829
2,275.4836066,5315.478142,5.647000075,5.235133119
4,264.2824074,581.4259259,5.513503415,5.774939669
2,274.9774859,4144.686679,5.363148997,6.836897899
4,265.104918,678.7508197,5.562420346,5.681168029
4,266.9175824,1124.230769,5.500764705,5.308920297
3,266.0292683,2470.02439,5.494104761,6.781467276
2,272.5011876,4483.940618,6.308963385,6.974992057
4,268.1637427,471.2631579,5.876178392,6.128910053
4,267.9428571,858.32,5.311318203,6.524660926
4,271.8041237,1109.498282,7.09468533,5.191638686
2,272.2246696,5337.643172,7.509936135,5.2835391
2,269.0147059,5433.194853,5.99237406,5.123854555
4,266.9012346,5969.87037,5.351009374,5.340826825
3,268.6535948,398.0065359,5.609064712,7.335109776
4,274.3103448,773.9172414,5.598843326,5.735548414
3,273.5163205,5395.750742,6.095984947,7.292298796
3,269.3157895,4238.482456,5.637042702,7.50724705
3,271.7197802,541.4505495,5.799874899,7.758223149
4,270.020979,2406.937063,5.282635607,6.57610914
3,273.0718563,5638.314371,5.749926807,6.958049871
2,275.0900474,1774.052133,5.863078998,5.459282958
4,271.7701863,2268.304348,5.629607611,5.626525738
4,275.9230769,252.9384615,5.781724358,5.506664814
4,277.385,419.135,5.641233085,5.653716497
4,269.1304348,2434.26087,5.477372726,5.908555416
2,281.5440252,3669.31761,6.214450853,5.43627292
2,284.0897833,4713.826625,6.009976352,5.353031275
2,279.5458937,3712.980676,6.468208693,5.356814122
4,277.1760563,2926.93662,5.297577656,4.832866737
4,278.5505618,648.1966292,5.628146398,5.560681631
4,283.9503205,3192.616987,5.283382679,5.013014939
4,280.375,5822.394231,5.360569622,5.110248557
4,296.6553846,2165.54,5.336213238,5.089067238
4,280.4320988,2309.141975,5.355041873,5.004733137
4,295.0865874,3371.434635,5.722830243,5.53458327
3,289.6180124,742.9409938,5.528208289,7.351321665
4,282.2698413,3041.952381,3.697571725,4.729352456
2,290.7682672,4661.574113,7.482076605,5.27179976
4,285.6035088,1214.726316,6.22555845,5.310228601
2,288.8762215,3955.934853,5.956874788,5.135894236
4,285.7176471,443.8294118,5.801140467,6.213195336
